dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.686441,7.211366,12.158446,2.882227,-2.214291,-0.000881,6.255581
0.020000,7.743167,7.209405,12.215206,2.837965,-2.213125,0.058326,6.241702
0.020000,7.798975,7.206710,12.271079,2.793688,-2.213848,-0.036176,6.228181
0.020000,7.853860,7.203325,12.326069,2.749470,-2.210907,0.147079,6.215017
0.020000,7.907816,7.199293,12.380175,2.705284,-2.209312,0.079712,6.202207
0.020000,7.960836,7.194657,12.433397,2.661148,-2.206788,0.126226,6.189745
0.020000,8.012918,7.189457,12.485739,2.617053,-2.204758,0.101494,6.177629
0.020000,8.064060,7.183733,12.537199,2.573034,-2.200948,0.190508,6.165854
0.020000,8.114258,7.177524,12.587780,2.529059,-2.198747,0.110044,6.154414
0.020000,8.163514,7.170867,12.637484,2.485172,-2.194356,0.219522,6.143303
0.020000,8.211827,7.163798,12.686311,2.441358,-2.190676,0.184045,6.132517
0.020000,8.259197,7.156352,12.734263,2.397595,-2.188134,0.127061,6.122048
0.020000,8.305627,7.148562,12.781342,2.353942,-2.182684,0.272501,6.111891
0.020000,8.351118,7.140462,12.827548,2.310337,-2.180216,0.123415,6.102040
0.020000,8.395673,7.132081,12.872885,2.266835,-2.175123,0.254647,6.092487
0.020000,8.439296,7.123449,12.917353,2.223408,-2.171333,0.189488,6.083228
0.020000,8.481989,7.114597,12.960955,2.180072,-2.166843,0.224527,6.074254
0.020000,8.523756,7.105551,13.003690,2.136775,-2.164813,0.101491,6.065560
0.020000,8.564602,7.096338,13.045563,2.093616,-2.157985,0.341385,6.057139
0.020000,8.604531,7.086983,13.086572,2.050493,-2.156151,0.091736,6.048985
0.020000,8.643547,7.077512,13.126722,2.007463,-2.151453,0.234882,6.041092
0.020000,8.681655,7.067947,13.166012,1.964514,-2.147497,0.197788,6.033453
0.020000,8.718860,7.058310,13.204444,1.921618,-2.144755,0.137117,6.026063
0.020000,8.755167,7.048625,13.242021,1.878842,-2.138828,0.296327,6.018915
0.020000,8.790581,7.038910,13.278743,1.836086,-2.137804,0.051192,6.012004
0.020000,8.825106,7.029186,13.314612,1.793438,-2.132365,0.271948,6.005324
0.020000,8.858749,7.019472,13.349629,1.750847,-2.129573,0.139603,5.998869
0.020000,8.891514,7.009786,13.383795,1.708323,-2.126214,0.167954,5.992635
0.020000,8.923406,7.000145,13.417113,1.665877,-2.122273,0.197085,5.986615
0.020000,8.954430,6.990566,13.449582,1.623454,-2.121180,0.054641,5.980806
0.020000,8.984591,6.981064,13.481205,1.581149,-2.115209,0.298519,5.975201
0.020000,9.013895,6.971655,13.511982,1.538848,-2.115078,0.006570,5.969797
