dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,8.263013,6.902221,12.634612,2.207100,-1.988636,-0.000000,6.111891
0.020000,8.306079,6.894552,12.678356,2.167327,-1.988636,0.000000,6.102040
0.020000,8.348287,6.886613,12.721305,2.127554,-1.988636,-0.000000,6.092487
0.020000,8.389639,6.878431,12.763458,2.087781,-1.988636,0.000000,6.083228
0.020000,8.430135,6.870034,12.804816,2.048009,-1.988636,-0.000000,6.074254
0.020000,8.469778,6.861448,12.845379,2.008236,-1.988636,0.000000,6.065560
0.020000,8.508571,6.852698,12.885146,1.968463,-1.988636,-0.000000,6.057139
0.020000,8.546515,6.843808,12.924117,1.928690,-1.988636,0.000000,6.048985
0.020000,8.583613,6.834802,12.962293,1.888918,-1.988636,-0.000000,6.041092
0.020000,8.619869,6.825702,12.999674,1.849145,-1.988636,0.000000,6.033453
0.020000,8.655285,6.816529,13.036259,1.809372,-1.988636,0.000000,6.026063
0.020000,8.689866,6.807304,13.072049,1.769600,-1.988636,0.000000,6.018915
0.020000,8.723613,6.798046,13.107043,1.729827,-1.988636,0.000000,6.012004
0.020000,8.756531,6.788775,13.141242,1.690054,-1.988636,0.000000,6.005324
0.020000,8.788624,6.779509,13.174645,1.650281,-1.988636,0.000000,5.998869
0.020000,8.819894,6.770265,13.207253,1.610509,-1.988636,0.000000,5.992635
0.020000,8.850345,6.761059,13.239065,1.570736,-1.988636,-0.000000,5.986615
0.020000,8.879981,6.751909,13.270082,1.530963,-1.988636,0.000000,5.980806
0.020000,8.908807,6.742828,13.300304,1.491190,-1.988636,0.000000,5.975201
0.020000,8.936824,6.733832,13.329730,1.451418,-1.988636,0.000000,5.969797
0.020000,8.964037,6.724934,13.358361,1.411645,-1.988636,0.000000,5.964588
0.020000,8.990449,6.716149,13.386196,1.371872,-1.988636,0.000000,5.959571
0.020000,9.016064,6.707489,13.413236,1.332100,-1.988636,0.000000,5.954741
0.020000,9.040886,6.698965,13.439480,1.292327,-1.988636,0.000000,5.950093
0.020000,9.064917,6.690591,13.464929,1.252554,-1.988636,0.000000,5.945625
0.020000,9.088162,6.682376,13.489582,1.212781,-1.988636,0.000000,5.941332
0.020000,9.110622,6.674331,13.513440,1.173009,-1.988636,0.000000,5.937211
0.020000,9.132303,6.666468,13.536502,1.133236,-1.988636,-0.000000,5.933258
0.020000,9.153206,6.658794,13.558769,1.093463,-1.988636,0.000000,5.929470
0.020000,9.173335,6.651320,13.580241,1.053690,-1.988636,0.000000,5.925844
0.020000,9.192692,6.644055,13.600917,1.013918,-1.988636,0.000000,5.922376
0.020000,9.211281,6.637005,13.620798,0.974145,-1.988636,0.000000,5.919064
0.020000,9.229104,6.630180,13.639883,0.934372,-1.988636,0.000000,5.915905
0.020000,9.246164,6.623587,13.658172,0.894600,-1.988636,0.000000,5.912897
0.020000,9.262464,6.617233,13.675667,0.854827,-1.988636,-0.000000,5.910036
0.020000,9.278005,6.611124,13.692366,0.815054,-1.988636,0.000000,5.907321
0.020000,9.292790,6.605268,13.708269,0.775281,-1.988636,0.000000,5.904750
0.020000,9.306823,6.599669,13.723377,0.735509,-1.988636,0.000000,5.902319
0.020000,9.320103,6.594333,13.737689,0.695736,-1.988636,0.000000,5.900028
0.020000,9.332635,6.589266,13.751206,0.655963,-1.988636,0.000000,5.897874
0.020000,9.344419,6.584473,13.763928,0.616190,-1.988636,0.000000,5.895856
0.020000,9.355457,6.579958,13.775854,0.576418,-1.988636,-0.000000,5.893971
0.020000,9.365752,6.575725,13.786985,0.536645,-1.988636,0.000000,5.892219
0.020000,9.375303,6.571779,13.797320,0.496872,-1.988636,0.000000,5.890598
0.020000,9.384115,6.568123,13.806859,0.457100,-1.988636,-0.000000,5.889107
0.020000,9.392186,6.564760,13.815604,0.417327,-1.988636,0.000000,5.887744
0.020000,9.399520,6.561693,13.823552,0.377554,-1.988636,-0.000000,5.886509
0.020000,9.406116,6.558926,13.830706,0.337781,-1.988636,0.000000,5.885400
0.020000,9.411977,6.556460,13.837064,0.298009,-1.988636,-0.000000,5.884417
0.020000,9.417102,6.554298,13.842626,0.258236,-1.988636,0.000000,5.883558
0.020000,9.421493,6.552442,13.847393,0.218463,-1.988636,-0.000000,5.882823
0.020000,9.425149,6.550893,13.851365,0.178690,-1.988636,0.000000,5.882212
0.020000,9.428073,6.549652,13.854541,0.138918,-1.988636,-0.000000,5.881724
0.020000,9.430264,6.548722,13.856921,0.099145,-1.988636,0.000000,5.881359
0.020000,9.431723,6.548101,13.858507,0.059372,-1.988636,-0.000000,5.881115
0.020000,9.432452,6.547792,13.859298,0.019743,-1.981465,0.358560,5.880994
0.020000,9.432633,6.547714,13.859495,0.000000,-0.987147,49.715909,5.880964
0.020000,9.432633,6.547714,13.859495,0.000000,0.000000,49.357349,5.880964
